REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2023/02/04 20:35:00,7750.71,135.28,TRADE
NSW1,2023/02/04 20:40:00,7745.05,128.76,TRADE
NSW1,2023/02/04 20:45:00,7722.15,127.98,TRADE
NSW1,2023/02/04 20:50:00,7649.12,127.15,TRADE
NSW1,2023/02/04 20:55:00,7590.91,120.02,TRADE
NSW1,2023/02/04 21:00:00,7571.7,120,TRADE
NSW1,2023/02/04 21:05:00,7573.51,123.12,TRADE
NSW1,2023/02/04 21:10:00,7560.19,120.02,TRADE
NSW1,2023/02/04 21:15:00,7513.6,118.44,TRADE
NSW1,2023/02/04 21:20:00,7483.72,118,TRADE
NSW1,2023/02/04 21:25:00,7447.43,118,TRADE
NSW1,2023/02/04 21:30:00,7420.44,106.05,TRADE
NSW1,2023/02/04 21:35:00,7424.94,107.02,TRADE
NSW1,2023/02/04 21:40:00,7424.14,109,TRADE
NSW1,2023/02/04 21:45:00,7360.62,105.68,TRADE
NSW1,2023/02/04 21:50:00,7348.99,109,TRADE
NSW1,2023/02/04 21:55:00,7336.37,109,TRADE
NSW1,2023/02/04 22:00:00,7327.23,109,TRADE
NSW1,2023/02/04 22:05:00,7308.63,120.02,TRADE
NSW1,2023/02/04 22:10:00,7373.67,119.84,TRADE
NSW1,2023/02/04 22:15:00,7373.29,109.04,TRADE
NSW1,2023/02/04 22:20:00,7293.97,109.04,TRADE
NSW1,2023/02/04 22:25:00,7228.28,109.04,TRADE
NSW1,2023/02/04 22:30:00,7235.78,109.04,TRADE
NSW1,2023/02/04 22:35:00,7173.82,109.04,TRADE
NSW1,2023/02/04 22:40:00,7173.08,109.04,TRADE
NSW1,2023/02/04 22:45:00,7116,106.05,TRADE
NSW1,2023/02/04 22:50:00,7075.4,95.04,TRADE
NSW1,2023/02/04 22:55:00,7053.48,93.10,TRADE
NSW1,2023/02/04 23:00:00,6992.83,90.34,TRADE
NSW1,2023/02/04 23:05:00,7012.33,94.04,TRADE
NSW1,2023/02/04 23:10:00,6923.75,109,TRADE
NSW1,2023/02/04 23:15:00,6922.76,109.04,TRADE
NSW1,2023/02/04 23:20:00,6906.7,109.04,TRADE
NSW1,2023/02/04 23:25:00,6850.46,104.92,TRADE
NSW1,2023/02/04 23:30:00,6823.15,109,TRADE
NSW1,2023/02/04 23:35:00,6743.59,118.03,TRADE
NSW1,2023/02/04 23:40:00,6768.47,109.04,TRADE
NSW1,2023/02/04 23:45:00,6812.57,109,TRADE
NSW1,2023/02/04 23:50:00,6736.81,109,TRADE
NSW1,2023/02/04 23:55:00,6771.4,90.20,TRADE
NSW1,2023/02/05 00:00:00,6677.47,90.20,TRADE
NSW1,2023/02/05 00:05:00,6702.99,109.94,TRADE
NSW1,2023/02/05 00:10:00,6612.02,109,TRADE
NSW1,2023/02/05 00:15:00,6640.13,116.12,TRADE
NSW1,2023/02/05 00:20:00,6545.37,109,TRADE
NSW1,2023/02/05 00:25:00,6527.58,105.76,TRADE
NSW1,2023/02/05 00:30:00,6488.69,98.58,TRADE
NSW1,2023/02/05 00:35:00,6494.26,120.06,TRADE
NSW1,2023/02/05 00:40:00,6489.01,120.02,TRADE
NSW1,2023/02/05 00:45:00,6460.71,115.68,TRADE
NSW1,2023/02/05 00:50:00,6372.45,109,TRADE
NSW1,2023/02/05 00:55:00,6348.64,104.57,TRADE
NSW1,2023/02/05 01:00:00,6288.14,106.35,TRADE
NSW1,2023/02/05 01:05:00,6246.44,118.88,TRADE
NSW1,2023/02/05 01:10:00,6224.56,115.92,TRADE
NSW1,2023/02/05 01:15:00,6187.01,117.63,TRADE
NSW1,2023/02/05 01:20:00,6142.34,116.83,TRADE
NSW1,2023/02/05 01:25:00,6138.31,109.04,TRADE
NSW1,2023/02/05 01:30:00,6085.24,108.20,TRADE
NSW1,2023/02/05 01:35:00,6090.53,108.25,TRADE
NSW1,2023/02/05 01:40:00,6021.99,109,TRADE
NSW1,2023/02/05 01:45:00,6032.81,108.25,TRADE
NSW1,2023/02/05 01:50:00,5971.42,106.05,TRADE
NSW1,2023/02/05 01:55:00,5968.23,106.05,TRADE
NSW1,2023/02/05 02:00:00,5963.41,99.25,TRADE
NSW1,2023/02/05 02:05:00,5945.97,107.37,TRADE
NSW1,2023/02/05 02:10:00,5901.33,108.09,TRADE
NSW1,2023/02/05 02:15:00,5879.07,108.09,TRADE
NSW1,2023/02/05 02:20:00,5898.18,107.04,TRADE
NSW1,2023/02/05 02:25:00,5866.76,105.55,TRADE
NSW1,2023/02/05 02:30:00,5897.29,91.61,TRADE
NSW1,2023/02/05 02:35:00,5840.92,104.31,TRADE
NSW1,2023/02/05 02:40:00,5880.65,100.83,TRADE
NSW1,2023/02/05 02:45:00,5861.68,101.53,TRADE
NSW1,2023/02/05 02:50:00,5817.85,90.19,TRADE
NSW1,2023/02/05 02:55:00,5861.78,90.61,TRADE
NSW1,2023/02/05 03:00:00,5842.43,90.94,TRADE
NSW1,2023/02/05 03:05:00,5881.99,109.04,TRADE
NSW1,2023/02/05 03:10:00,5877.21,109.04,TRADE
NSW1,2023/02/05 03:15:00,5859.8,100.82,TRADE
NSW1,2023/02/05 03:20:00,5824.38,109,TRADE
NSW1,2023/02/05 03:25:00,5816.7,109,TRADE
NSW1,2023/02/05 03:30:00,5821.59,90.27,TRADE
NSW1,2023/02/05 03:35:00,5866.37,109,TRADE
NSW1,2023/02/05 03:40:00,5857.15,91.05,TRADE
NSW1,2023/02/05 03:45:00,5811.58,103.11,TRADE
NSW1,2023/02/05 03:50:00,5852.45,103.07,TRADE
NSW1,2023/02/05 03:55:00,5850.92,91.16,TRADE
NSW1,2023/02/05 04:00:00,5838.16,110.08,TRADE
NSW1,2023/02/05 04:05:00,5879.53,104.42,TRADE
NSW1,2023/02/05 04:10:00,5888.34,120.06,TRADE
NSW1,2023/02/05 04:15:00,5844.6,109.78,TRADE
NSW1,2023/02/05 04:20:00,5865.27,118.99,TRADE
NSW1,2023/02/05 04:25:00,5887.19,118,TRADE
NSW1,2023/02/05 04:30:00,5874.59,117.48,TRADE
NSW1,2023/02/05 04:35:00,5903.54,100.38,TRADE
NSW1,2023/02/05 04:40:00,5931,109,TRADE
NSW1,2023/02/05 04:45:00,5926.1,109,TRADE
NSW1,2023/02/05 04:50:00,5954.83,109,TRADE
NSW1,2023/02/05 04:55:00,5915.23,109.04,TRADE
NSW1,2023/02/05 05:00:00,5969.6,109.04,TRADE
NSW1,2023/02/05 05:05:00,6078.87,118.99,TRADE
NSW1,2023/02/05 05:10:00,6074.24,118,TRADE
NSW1,2023/02/05 05:15:00,6042.87,118.99,TRADE
NSW1,2023/02/05 05:20:00,6051.22,118,TRADE
NSW1,2023/02/05 05:25:00,6030.15,109.04,TRADE
NSW1,2023/02/05 05:30:00,6018.66,118,TRADE
NSW1,2023/02/05 05:35:00,6092.52,118,TRADE
NSW1,2023/02/05 05:40:00,6090.86,120.06,TRADE
NSW1,2023/02/05 05:45:00,6056.89,124.45,TRADE
NSW1,2023/02/05 05:50:00,6101.45,120.06,TRADE
NSW1,2023/02/05 05:55:00,6105.78,120.06,TRADE
NSW1,2023/02/05 06:00:00,6079.08,118.99,TRADE
NSW1,2023/02/05 06:05:00,6167.23,120.96,TRADE
NSW1,2023/02/05 06:10:00,6124.01,120.06,TRADE
NSW1,2023/02/05 06:15:00,6134.04,115.71,TRADE
NSW1,2023/02/05 06:20:00,6165.16,91.83,TRADE
NSW1,2023/02/05 06:25:00,6105.58,84.03,TRADE
NSW1,2023/02/05 06:30:00,6103.26,75.81,TRADE
NSW1,2023/02/05 06:35:00,6089.93,56.42,TRADE
NSW1,2023/02/05 06:40:00,6078.12,58.98,TRADE
NSW1,2023/02/05 06:45:00,6005.08,0.70,TRADE
NSW1,2023/02/05 06:50:00,6054.44,21.72,TRADE
NSW1,2023/02/05 06:55:00,6008.72,32.29,TRADE
NSW1,2023/02/05 07:00:00,5979.79,0,TRADE
NSW1,2023/02/05 07:05:00,6021.63,0,TRADE
NSW1,2023/02/05 07:10:00,6030.05,1.04,TRADE
NSW1,2023/02/05 07:15:00,6051.71,22.24,TRADE
NSW1,2023/02/05 07:20:00,6012.02,0,TRADE
NSW1,2023/02/05 07:25:00,5951.7,0,TRADE
NSW1,2023/02/05 07:30:00,5924.18,0,TRADE
NSW1,2023/02/05 07:35:00,5932.22,0,TRADE
NSW1,2023/02/05 07:40:00,5913.08,18.21,TRADE
NSW1,2023/02/05 07:45:00,5857.82,0,TRADE
NSW1,2023/02/05 07:50:00,5862.09,0,TRADE
NSW1,2023/02/05 07:55:00,5801.62,20.65,TRADE
NSW1,2023/02/05 08:00:00,5717.48,18.26,TRADE
NSW1,2023/02/05 08:05:00,5740.23,9.33,TRADE
NSW1,2023/02/05 08:10:00,5712.33,9.27,TRADE
NSW1,2023/02/05 08:15:00,5649.22,-0.02,TRADE
NSW1,2023/02/05 08:20:00,5556.1,-8.65,TRADE
NSW1,2023/02/05 08:25:00,5456.14,-12.15,TRADE
NSW1,2023/02/05 08:30:00,5487,-0.02,TRADE
NSW1,2023/02/05 08:35:00,5437.67,41.85,TRADE
NSW1,2023/02/05 08:40:00,5421.58,38.84,TRADE
NSW1,2023/02/05 08:45:00,5311.42,31.36,TRADE
NSW1,2023/02/05 08:50:00,5297.24,23.48,TRADE
NSW1,2023/02/05 08:55:00,5226.5,22.24,TRADE
NSW1,2023/02/05 09:00:00,5216.02,21.91,TRADE
NSW1,2023/02/05 09:05:00,5207.8,55,TRADE
NSW1,2023/02/05 09:10:00,5178.96,62.52,TRADE
NSW1,2023/02/05 09:15:00,5120.88,54.84,TRADE
NSW1,2023/02/05 09:20:00,5145.73,50.31,TRADE
NSW1,2023/02/05 09:25:00,5027.99,42.20,TRADE
NSW1,2023/02/05 09:30:00,5029.12,30.98,TRADE
NSW1,2023/02/05 09:35:00,4998.65,22.55,TRADE
NSW1,2023/02/05 09:40:00,4987.21,22.79,TRADE
NSW1,2023/02/05 09:45:00,4977.59,22.72,TRADE
NSW1,2023/02/05 09:50:00,4917.25,0,TRADE
NSW1,2023/02/05 09:55:00,4906.17,0,TRADE
NSW1,2023/02/05 10:00:00,4891.18,0,TRADE
NSW1,2023/02/05 10:05:00,4909.78,-0.02,TRADE
NSW1,2023/02/05 10:10:00,4872.71,0,TRADE
NSW1,2023/02/05 10:15:00,4889.23,-0.02,TRADE
NSW1,2023/02/05 10:20:00,4848.19,19.51,TRADE
NSW1,2023/02/05 10:25:00,4768.97,18.67,TRADE
NSW1,2023/02/05 10:30:00,4807.7,0,TRADE
NSW1,2023/02/05 10:35:00,4817.84,-40.24,TRADE
NSW1,2023/02/05 10:40:00,4768.37,-46.19,TRADE
NSW1,2023/02/05 10:45:00,4760.53,-47.94,TRADE
NSW1,2023/02/05 10:50:00,4722.02,-47.92,TRADE
NSW1,2023/02/05 10:55:00,4760.89,-0.02,TRADE
NSW1,2023/02/05 11:00:00,4753.22,-38.73,TRADE
NSW1,2023/02/05 11:05:00,4762.71,18.83,TRADE
NSW1,2023/02/05 11:10:00,4846.71,-0.02,TRADE
NSW1,2023/02/05 11:15:00,4763.32,14.82,TRADE
NSW1,2023/02/05 11:20:00,4715.98,-1.88,TRADE
NSW1,2023/02/05 11:25:00,4730.04,18.83,TRADE
NSW1,2023/02/05 11:30:00,4767.54,0,TRADE
NSW1,2023/02/05 11:35:00,4794.66,-9.29,TRADE
NSW1,2023/02/05 11:40:00,4806.1,-0.02,TRADE
NSW1,2023/02/05 11:45:00,4790.54,-24.55,TRADE
NSW1,2023/02/05 11:50:00,4739.82,-0.02,TRADE
NSW1,2023/02/05 11:55:00,4826.38,-8.94,TRADE
NSW1,2023/02/05 12:00:00,4820.69,12.79,TRADE
NSW1,2023/02/05 12:05:00,4785.78,-9.15,TRADE
NSW1,2023/02/05 12:10:00,4863.02,31.33,TRADE
NSW1,2023/02/05 12:15:00,4869.97,21.61,TRADE
NSW1,2023/02/05 12:20:00,4888.12,0,TRADE
NSW1,2023/02/05 12:25:00,4861.24,24.67,TRADE
NSW1,2023/02/05 12:30:00,4916.1,22.94,TRADE
NSW1,2023/02/05 12:35:00,4924.17,19.21,TRADE
NSW1,2023/02/05 12:40:00,4966.44,37.21,TRADE
NSW1,2023/02/05 12:45:00,4908.07,30.86,TRADE
NSW1,2023/02/05 12:50:00,4950.95,30.44,TRADE
NSW1,2023/02/05 12:55:00,4970,31.21,TRADE
NSW1,2023/02/05 13:00:00,4971.92,31.39,TRADE
NSW1,2023/02/05 13:05:00,5069.26,51.90,TRADE
NSW1,2023/02/05 13:10:00,5091.12,42.24,TRADE
NSW1,2023/02/05 13:15:00,5112.51,52.88,TRADE
NSW1,2023/02/05 13:20:00,5204.66,55.93,TRADE
NSW1,2023/02/05 13:25:00,5159.75,43.12,TRADE
NSW1,2023/02/05 13:30:00,5231.53,63.24,TRADE
NSW1,2023/02/05 13:35:00,5216.98,31.60,TRADE
NSW1,2023/02/05 13:40:00,5226.7,44.14,TRADE
NSW1,2023/02/05 13:45:00,5329.65,54.16,TRADE
NSW1,2023/02/05 13:50:00,5337.22,44.65,TRADE
NSW1,2023/02/05 13:55:00,5369.18,63.24,TRADE
NSW1,2023/02/05 14:00:00,5391.9,54.84,TRADE
NSW1,2023/02/05 14:05:00,5464.65,56.07,TRADE
NSW1,2023/02/05 14:10:00,5448.18,51.34,TRADE
NSW1,2023/02/05 14:15:00,5573.63,56.13,TRADE
NSW1,2023/02/05 14:20:00,5546.55,55.53,TRADE
NSW1,2023/02/05 14:25:00,5673.02,56.28,TRADE
NSW1,2023/02/05 14:30:00,5769.27,68.84,TRADE
NSW1,2023/02/05 14:35:00,5884.73,68.84,TRADE
NSW1,2023/02/05 14:40:00,5883.52,108.05,TRADE
NSW1,2023/02/05 14:45:00,5892.46,64.65,TRADE
NSW1,2023/02/05 14:50:00,5966.18,111.20,TRADE
NSW1,2023/02/05 14:55:00,6075.73,111.42,TRADE
NSW1,2023/02/05 15:00:00,6151.68,73.50,TRADE
NSW1,2023/02/05 15:05:00,6250.56,73.52,TRADE
NSW1,2023/02/05 15:10:00,6293.87,99.82,TRADE
NSW1,2023/02/05 15:15:00,6311.34,60.89,TRADE
NSW1,2023/02/05 15:20:00,6424.6,51.15,TRADE
NSW1,2023/02/05 15:25:00,6449.16,52.08,TRADE
NSW1,2023/02/05 15:30:00,6555.08,102.20,TRADE
NSW1,2023/02/05 15:35:00,6640.61,64.56,TRADE
NSW1,2023/02/05 15:40:00,6660.07,48.44,TRADE
NSW1,2023/02/05 15:45:00,6767.25,49.72,TRADE
NSW1,2023/02/05 15:50:00,6895.42,58.61,TRADE
NSW1,2023/02/05 15:55:00,7051.59,79.24,TRADE
NSW1,2023/02/05 16:00:00,7083.72,71.45,TRADE
NSW1,2023/02/05 16:05:00,7097.1,52.20,TRADE
NSW1,2023/02/05 16:10:00,7195.12,59.94,TRADE
NSW1,2023/02/05 16:15:00,7322.52,56.87,TRADE
NSW1,2023/02/05 16:20:00,7451.74,69.97,TRADE
NSW1,2023/02/05 16:25:00,7563.72,70.84,TRADE
NSW1,2023/02/05 16:30:00,7706.16,90.06,TRADE
NSW1,2023/02/05 16:35:00,7698.52,89,TRADE
NSW1,2023/02/05 16:40:00,7894.93,103.83,TRADE
NSW1,2023/02/05 16:45:00,7938.57,89,TRADE
NSW1,2023/02/05 16:50:00,8086.35,101.19,TRADE
NSW1,2023/02/05 16:55:00,8148.86,102.49,TRADE
NSW1,2023/02/05 17:00:00,8235.27,101.04,TRADE
NSW1,2023/02/05 17:05:00,8193.49,99.68,TRADE
NSW1,2023/02/05 17:10:00,8303.54,109,TRADE
NSW1,2023/02/05 17:15:00,8469.15,120.01,TRADE
NSW1,2023/02/05 17:20:00,8464.19,118.99,TRADE
NSW1,2023/02/05 17:25:00,8602.13,120.43,TRADE
NSW1,2023/02/05 17:30:00,8669.77,150.02,TRADE
NSW1,2023/02/05 17:35:00,8690.29,124.81,TRADE
NSW1,2023/02/05 17:40:00,8764.07,124.17,TRADE
NSW1,2023/02/05 17:45:00,8791.89,120,TRADE
NSW1,2023/02/05 17:50:00,8819.87,150.02,TRADE
NSW1,2023/02/05 17:55:00,8788.48,148.93,TRADE
NSW1,2023/02/05 18:00:00,8833.87,162.36,TRADE
NSW1,2023/02/05 18:05:00,8846.32,147.82,TRADE
NSW1,2023/02/05 18:10:00,8733.43,147.66,TRADE
NSW1,2023/02/05 18:15:00,8793.92,154.92,TRADE
NSW1,2023/02/05 18:20:00,8795.15,180.01,TRADE
NSW1,2023/02/05 18:25:00,8726.22,180.01,TRADE
NSW1,2023/02/05 18:30:00,8657.19,180.01,TRADE
NSW1,2023/02/05 18:35:00,8685.98,180.01,TRADE
NSW1,2023/02/05 18:40:00,8681.48,180.25,TRADE
NSW1,2023/02/05 18:45:00,8676.5,181.64,TRADE
NSW1,2023/02/05 18:50:00,8585.4,180.01,TRADE
NSW1,2023/02/05 18:55:00,8576.69,180.01,TRADE
NSW1,2023/02/05 19:00:00,8512.75,177.66,TRADE
NSW1,2023/02/05 19:05:00,8496.33,180.01,TRADE
NSW1,2023/02/05 19:10:00,8449.78,179.10,TRADE
NSW1,2023/02/05 19:15:00,8468.24,177.35,TRADE
NSW1,2023/02/05 19:20:00,8453.31,167.43,TRADE
NSW1,2023/02/05 19:25:00,8463.63,150.02,TRADE
NSW1,2023/02/05 19:30:00,8491.59,150.02,TRADE
NSW1,2023/02/05 19:35:00,8548.82,150.02,TRADE
NSW1,2023/02/05 19:40:00,8467.98,150.02,TRADE
NSW1,2023/02/05 19:45:00,8549.68,144.10,TRADE
NSW1,2023/02/05 19:50:00,8471.64,129.86,TRADE
NSW1,2023/02/05 19:55:00,8403.28,120.02,TRADE
NSW1,2023/02/05 20:00:00,8430.42,120.02,TRADE
NSW1,2023/02/05 20:05:00,8357.34,150.02,TRADE
NSW1,2023/02/05 20:10:00,8308.55,148.90,TRADE
NSW1,2023/02/05 20:15:00,8256.5,131.95,TRADE
NSW1,2023/02/05 20:20:00,8171.7,118,TRADE
NSW1,2023/02/05 20:25:00,8109.58,101.96,TRADE
NSW1,2023/02/05 20:30:00,8176.08,113.99,TRADE
NSW1,2023/02/05 20:35:00,8127.95,118,TRADE
NSW1,2023/02/05 20:40:00,7988.98,110.10,TRADE
NSW1,2023/02/05 20:45:00,7945.84,118,TRADE
NSW1,2023/02/05 20:50:00,7937.02,111.19,TRADE
NSW1,2023/02/05 20:55:00,7891.27,109.13,TRADE
NSW1,2023/02/05 21:00:00,7832.14,109,TRADE
NSW1,2023/02/05 21:05:00,7840.92,110.39,TRADE
NSW1,2023/02/05 21:10:00,7933.14,118.99,TRADE
NSW1,2023/02/05 21:15:00,7854.98,113.84,TRADE
NSW1,2023/02/05 21:20:00,7723.16,110.39,TRADE
NSW1,2023/02/05 21:25:00,7817.14,112.78,TRADE
NSW1,2023/02/05 21:30:00,7717.04,109,TRADE
NSW1,2023/02/05 21:35:00,7764.59,110.49,TRADE
NSW1,2023/02/05 21:40:00,7700.73,110.50,TRADE
NSW1,2023/02/05 21:45:00,7641.64,104.51,TRADE
NSW1,2023/02/05 21:50:00,7564.14,109,TRADE
NSW1,2023/02/05 21:55:00,7503.71,109.04,TRADE
NSW1,2023/02/05 22:00:00,7508.01,109.04,TRADE
NSW1,2023/02/05 22:05:00,7514.31,108.85,TRADE
NSW1,2023/02/05 22:10:00,7547.56,109.04,TRADE
NSW1,2023/02/05 22:15:00,7485.2,97.54,TRADE
NSW1,2023/02/05 22:20:00,7404.41,95.78,TRADE
NSW1,2023/02/05 22:25:00,7429.54,107.04,TRADE
NSW1,2023/02/05 22:30:00,7458.5,108.16,TRADE
NSW1,2023/02/05 22:35:00,7393.68,105.49,TRADE
NSW1,2023/02/05 22:40:00,7369.85,109,TRADE
NSW1,2023/02/05 22:45:00,7352.36,109,TRADE
NSW1,2023/02/05 22:50:00,7302.55,108.95,TRADE
NSW1,2023/02/05 22:55:00,7299.34,102.06,TRADE
NSW1,2023/02/05 23:00:00,7219.11,108.22,TRADE
NSW1,2023/02/05 23:05:00,7249.74,109,TRADE
NSW1,2023/02/05 23:10:00,7211.36,108.10,TRADE
NSW1,2023/02/05 23:15:00,7160.12,108.04,TRADE
NSW1,2023/02/05 23:20:00,7112.28,108.14,TRADE
NSW1,2023/02/05 23:25:00,7107.77,108.01,TRADE
NSW1,2023/02/05 23:30:00,7086.86,107.89,TRADE
NSW1,2023/02/05 23:35:00,7054.85,106.35,TRADE
NSW1,2023/02/05 23:40:00,7072.75,107.02,TRADE
NSW1,2023/02/05 23:45:00,7092.98,106.05,TRADE
NSW1,2023/02/05 23:50:00,7033.83,104.41,TRADE
NSW1,2023/02/05 23:55:00,6991.12,103.35,TRADE
NSW1,2023/02/06 00:00:00,6928.39,102.33,TRADE
NSW1,2023/02/06 00:05:00,6975.74,106.38,TRADE
NSW1,2023/02/06 00:10:00,6932.12,107.50,TRADE
NSW1,2023/02/06 00:15:00,6894.8,107.48,TRADE
NSW1,2023/02/06 00:20:00,6835.11,106.48,TRADE
NSW1,2023/02/06 00:25:00,6843.37,106.43,TRADE
NSW1,2023/02/06 00:30:00,6799.38,105.44,TRADE
NSW1,2023/02/06 00:35:00,6804.12,104.87,TRADE
NSW1,2023/02/06 00:40:00,6791.44,104.17,TRADE
NSW1,2023/02/06 00:45:00,6715.7,103.17,TRADE
NSW1,2023/02/06 00:50:00,6675.89,102.39,TRADE
NSW1,2023/02/06 00:55:00,6676.97,102.44,TRADE
NSW1,2023/02/06 01:00:00,6665.57,93.92,TRADE
NSW1,2023/02/06 01:05:00,6609.79,101.46,TRADE
NSW1,2023/02/06 01:10:00,6594.26,93.29,TRADE
NSW1,2023/02/06 01:15:00,6526.69,89,TRADE
NSW1,2023/02/06 01:20:00,6508.47,85.20,TRADE
NSW1,2023/02/06 01:25:00,6466.8,88.44,TRADE
NSW1,2023/02/06 01:30:00,6388.86,83.30,TRADE
NSW1,2023/02/06 01:35:00,6392.31,86.12,TRADE
NSW1,2023/02/06 01:40:00,6372.51,86.96,TRADE
NSW1,2023/02/06 01:45:00,6399.36,87.08,TRADE
NSW1,2023/02/06 01:50:00,6332.08,86.20,TRADE
NSW1,2023/02/06 01:55:00,6305.57,86.34,TRADE
NSW1,2023/02/06 02:00:00,6353.38,89,TRADE
NSW1,2023/02/06 02:05:00,6304.8,92.33,TRADE
NSW1,2023/02/06 02:10:00,6320.3,89,TRADE
NSW1,2023/02/06 02:15:00,6292.91,88.82,TRADE
NSW1,2023/02/06 02:20:00,6259.21,88.81,TRADE
NSW1,2023/02/06 02:25:00,6306.96,89.82,TRADE
NSW1,2023/02/06 02:30:00,6215.98,89,TRADE
NSW1,2023/02/06 02:35:00,6233.88,89.02,TRADE
NSW1,2023/02/06 02:40:00,6263.06,89.94,TRADE
NSW1,2023/02/06 02:45:00,6298.3,91.07,TRADE
NSW1,2023/02/06 02:50:00,6321.18,90.84,TRADE
NSW1,2023/02/06 02:55:00,6257.39,89.16,TRADE
NSW1,2023/02/06 03:00:00,6319.16,90.08,TRADE
NSW1,2023/02/06 03:05:00,6251.12,89,TRADE
NSW1,2023/02/06 03:10:00,6366.63,89.34,TRADE
NSW1,2023/02/06 03:15:00,6342.16,89.29,TRADE
NSW1,2023/02/06 03:20:00,6299.36,89,TRADE
NSW1,2023/02/06 03:25:00,6318.24,89,TRADE
NSW1,2023/02/06 03:30:00,6385.88,90.15,TRADE
NSW1,2023/02/06 03:35:00,6391.43,91.14,TRADE
NSW1,2023/02/06 03:40:00,6409.89,101.68,TRADE
NSW1,2023/02/06 03:45:00,6402.24,101.58,TRADE
NSW1,2023/02/06 03:50:00,6408.34,101.89,TRADE
NSW1,2023/02/06 03:55:00,6452.96,102.65,TRADE
NSW1,2023/02/06 04:00:00,6446.83,103.60,TRADE
NSW1,2023/02/06 04:05:00,6499.03,92.28,TRADE
NSW1,2023/02/06 04:10:00,6526.83,111.47,TRADE
NSW1,2023/02/06 04:15:00,6621.12,110.63,TRADE
NSW1,2023/02/06 04:20:00,6650.8,116.32,TRADE
NSW1,2023/02/06 04:25:00,6699.18,113.26,TRADE
NSW1,2023/02/06 04:30:00,6718.76,118.62,TRADE
NSW1,2023/02/06 04:35:00,6747.72,116.24,TRADE
NSW1,2023/02/06 04:40:00,6773.46,116.16,TRADE
NSW1,2023/02/06 04:45:00,6782.72,116.08,TRADE
NSW1,2023/02/06 04:50:00,6766.83,115.99,TRADE
NSW1,2023/02/06 04:55:00,6849.39,117.04,TRADE
NSW1,2023/02/06 05:00:00,6921.87,118.99,TRADE
NSW1,2023/02/06 05:05:00,7040.14,119.23,TRADE
NSW1,2023/02/06 05:10:00,7141.3,120.06,TRADE
NSW1,2023/02/06 05:15:00,7170,120.06,TRADE
NSW1,2023/02/06 05:20:00,7248.72,128.04,TRADE
NSW1,2023/02/06 05:25:00,7331.95,129.23,TRADE
NSW1,2023/02/06 05:30:00,7420.57,148.93,TRADE
NSW1,2023/02/06 05:35:00,7563.67,128.04,TRADE
NSW1,2023/02/06 05:40:00,7569.48,128.04,TRADE
NSW1,2023/02/06 05:45:00,7613.78,148.93,TRADE
NSW1,2023/02/06 05:50:00,7659.75,148.93,TRADE
NSW1,2023/02/06 05:55:00,7712.28,149,TRADE
NSW1,2023/02/06 06:00:00,7743,136.25,TRADE
NSW1,2023/02/06 06:05:00,7784.67,123.70,TRADE
NSW1,2023/02/06 06:10:00,7849.26,122.89,TRADE
NSW1,2023/02/06 06:15:00,7837.57,120.06,TRADE
NSW1,2023/02/06 06:20:00,7925.17,120.06,TRADE
NSW1,2023/02/06 06:25:00,7975.99,119.68,TRADE
NSW1,2023/02/06 06:30:00,7992.78,119.63,TRADE
NSW1,2023/02/06 06:35:00,7974.46,118.99,TRADE
NSW1,2023/02/06 06:40:00,7951.75,118.99,TRADE
NSW1,2023/02/06 06:45:00,7968.95,118.99,TRADE
NSW1,2023/02/06 06:50:00,7926.26,109.16,TRADE
NSW1,2023/02/06 06:55:00,7975.22,104.11,TRADE
NSW1,2023/02/06 07:00:00,7898.61,103.14,TRADE
NSW1,2023/02/06 07:05:00,7978.99,108.51,TRADE
NSW1,2023/02/06 07:10:00,7995.94,103.60,TRADE
NSW1,2023/02/06 07:15:00,7961.88,101.96,TRADE
NSW1,2023/02/06 07:20:00,8011.69,90.20,TRADE
NSW1,2023/02/06 07:25:00,7906.7,90.20,TRADE
NSW1,2023/02/06 07:30:00,7865.69,72.17,TRADE
NSW1,2023/02/06 07:35:00,7869.41,100,TRADE
NSW1,2023/02/06 07:40:00,7938.5,100,TRADE
NSW1,2023/02/06 07:45:00,7860.61,77.95,TRADE
NSW1,2023/02/06 07:50:00,7750.38,74.22,TRADE
NSW1,2023/02/06 07:55:00,7722.05,77.51,TRADE
NSW1,2023/02/06 08:00:00,7759.11,79.77,TRADE
NSW1,2023/02/06 08:05:00,7807.48,90.20,TRADE
NSW1,2023/02/06 08:10:00,7816.02,90.20,TRADE
NSW1,2023/02/06 08:15:00,7794.79,90.20,TRADE
NSW1,2023/02/06 08:20:00,7712.85,94.43,TRADE
NSW1,2023/02/06 08:25:00,7594.32,90.20,TRADE
NSW1,2023/02/06 08:30:00,7564.39,90.20,TRADE
NSW1,2023/02/06 08:35:00,7608.48,100,TRADE
NSW1,2023/02/06 08:40:00,7553.13,90.20,TRADE
NSW1,2023/02/06 08:45:00,7473.23,90.20,TRADE
NSW1,2023/02/06 08:50:00,7521,90.20,TRADE
NSW1,2023/02/06 08:55:00,7480.47,90.20,TRADE
NSW1,2023/02/06 09:00:00,7582.03,90.20,TRADE
NSW1,2023/02/06 09:05:00,7585.86,100,TRADE
NSW1,2023/02/06 09:10:00,7434.93,90.20,TRADE
